bafkreigjjhjx2j2b526d3poeg23w2xan4rcgnzvcxinsssv7n37lu5p7s4,0x19B3Eb3Af5D93b77a5619b047De0EED7115A19e7,active,423640.56516918045,2502.052456189641,427339.85566537414,1657125715
QmUKcN1w28AkioVEmegtrRrPsiYNnaTo2DuPDbRaeWdTFu,0xE80B5097862cAB9d83846875752d7201fF42C7E9,closed,255318.83221064223,29253.643730107055,284572.4759407491,1599622672
QmWCiJkv3xTcH4zCfxgyTtpLkaB5LML9PGuQHwMw1eNePA,0xE80B5097862cAB9d83846875752d7201fF42C7E9,closed,314.17488765269263,11834.853680521486,12149.028568174179,1599620899
QmYJ5FYtJDncEhdB2W7zh26GHGWsWVrwkvVXKjoH6VNk69,0xE80B5097862cAB9d83846875752d7201fF42C7E9,closed,448.3799454982825,0,448.3799454982825,1599611137
QmRYRwQXQZa1ppgN9f1g2p6kXVtjcJ5aa8nDPWZ2JRUWj9,0xb900Ee43397Bc2829e565DECe3518A02F712Ec33,closed,1038.8060896125742,0,1038.8060896125742,1599583500
QmWawUVS3v2KcEqrTLgaw7LAuVK7mteZ3BM5Wpd3k15erK,0xb900Ee43397Bc2829e565DECe3518A02F712Ec33,closed,1783.3304813523932,0,1783.3304813523932,1599583237
QmeZgYahwqHkA7sNqwNZNhRMSi9k733rNHFArkSjkjhrB6,0x2dDdb6a69f071313580073941a4491313303b1AB,closed,0,69.66012183149438,69.66012183149438,1599576157
QmeFRmo3jewKgK3Zur3y6geF51BeTEgMrdbMJojWMvmAyD,0x480b32A4e96f63d805F487a5c23E6db5a7d9e02A,closed,15021.28805621887,1853.5914814404323,25944.239735972445,1599542887
QmQS4VVB2FCn1JkgydJ29LnAqw23cVf7aUKKSUD5HXRZki,0x7bA6372DfEe7eae56C9fA96Cd477455E8a4B2C6D,closed,2933.762960624435,172.29968742429273,3106.0626480487285,1599542067
QmQtkm8AHqpX8LfZrhCwQZ8UkUwZj71tsZNnUxUp1uTDB4,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,113010.2578220704,3762.0402492371913,116772.29807130758,1599520850
QmUYW8CjcJ75XRifq2oTJZkRNaAWLo6WdVLYYcydAc3MiZ,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,158742.95047000542,2612.547053421854,161355.49752342727,1599520837
Qmf6nY1iffWpX2wHySYYkAnjXiUgCY49yZbj7sR4r6fBqA,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,231250.063762904,1002.7539162779666,232252.81767918196,1599520758
QmfAGCWq7adzCr14fgZpsLFtDGL349yuNsvHzpg2bNWbpq,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,109072.11444996607,2835.6849026818604,111907.79935264795,1599520688
Qmew6unHuCZjZea7t3nhNbA1fUWw6eDgz3KKFsWqpebbt1,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,160724.75040649797,590.3058252427998,161315.05623174077,1599520683
QmRePpAS33UU8dePLVSeiA9pGsM4Lsaqc8idQKbHk8CTgN,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,2334.502262716761,52527.99918175588,54862.50144447264,1599520616
QmSKdd8wwBiu8TtH5asrToPvxhS1jUsHoEMH4f6AyYCFyf,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,8551.119170664193,2516.7407233268596,11067.859893991052,1599520544
QmQkZ5GMasvWu7J3JjkkaGbXZ4AZ17Uae8pATRwNmTJwF5,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,30356.43582628753,1837.288446381032,32193.72427266856,1599520487
QmNspea4fSffhq8WaxziKXq1g9GBLBH3Zg9TBK2ogc17fE,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,42268.88598526681,0,42268.88598526681,1599520470
Qmbs9RTBm4WnhczHuH1VX2vRLvccDQaLNBmt23LvkomquX,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,7050.613650445584,1791.4690637351137,8842.082714180699,1599520344
QmbdaWp3W3q96FUPFwDqUrCUX6khzFnHabmRZFUxJr5gqy,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,6468.126881763438,735.1616266160946,7203.288508379533,1599520329
Qmbjd7KKaSpAJaJBh96WbGUo4UWEnE7WVo5PxzWS1xZ6MB,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,261370.37496809516,9339.843503353157,270710.21847144834,1599520234
Qmc7dC3c2csW937MdVrGKPYCZCub7owgVvAazcZ6k8LfXw,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,191242.98682684108,408.5923011954011,191651.57912803648,1599520185
QmYeGxz3RacXSYJ5hqxXz4BZcMeYnPkoxUV8RdXiWHSgS8,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,130029.81212170636,19347.36769271732,149377.17981442367,1599520158
Qma9TdzxHrqDxRAPLiYqECDjzKtFBAauoSfiJmdRk7jbMn,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,7614.573268344792,3462.668281998179,11077.241550342971,1599519952
QmcjPa8Bta9fnyvxCDwbG3TDrJNTUD4amVyTyEe7M56yDu,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,1221.725993327468,14223.68615104196,15445.41214436943,1599519922
QmQKxcpmas7JJYkKk33gVb31atcnCFAQGbLGPuhaE8tZsC,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,11188.74901332777,3352.7890847786493,14541.538098106417,1599519862
QmdcqhqxpenoGJNU2vjSB1JUf5S1ntq9b77tKmP1KfFeXS,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,138.1523189155143,3163.629887058031,3301.7822059735454,1599519724
QmXxm3UWBbfHkkDw5yRZhkp8Ue5vq5qLpTGosiXc4E8zAt,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,93841.09061255652,32531.399239195423,126372.48985175195,1599519694
QmQTPSP831jaCgeC31PbuayrfxXzvRifdDrqcTepZaworS,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,38487.43221745769,60245.16221274466,98732.5944302023,1599519630
QmbAxnchwmxFdYpwQV1tT5fbPHe33D2E56cNwacwdWgXWi,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,67079.33831711068,143.96287418987015,67223.30119130055,1599519617
QmNUqnKUcFTtB8mEni2v46fuJrrPzKQZbxcKjwNncNGBhh,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,193.30572114348772,4848.2639727876995,5041.569693931187,1599519566
QmTFryF1x6ktB9xXgAztW6nyMgzYDe5JYF1hXpYZ7TmkVs,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,0,818.325365348402,818.325365348402,1599519485
QmfESUC9T8Wts1aLxPf5eyjHfuKMPDEs8LDUuAsbPqDbGt,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,0,3353.322023723275,3353.322023723275,1599519477
QmeqW5cybiJZXBmD59xG6fYmUJGQKrMqzrFKPBuU8RZwuw,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,43175.39876910573,4389.367554685536,47564.766323791264,1599519412
QmRiomzmtMw4w6VDZ1Yy5Ybfu6JLAW73JWMfe6MJaJ2VmG,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,178610.44756387104,2223.7801725637783,180834.2277364348,1599519318
QmZE68FcABH3HEGefRRoLaTgtodgUAVhqEmfEMHn2KMu9b,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,609.9367558860224,29644.453531771436,30254.390287657458,1599519282
QmY8fn2RMRMQDFDp9hePf9xXDvs8n7yGNc6gCekF2C4JoW,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,88.5457323176243,7119.062280733386,7207.608013051011,1599519176
QmTseu54MMW6WgFYxMiMxjtUs1PM78LPg8e9YZR9EwnZ5C,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,698.6647647710271,61111.90543337367,61810.57019814469,1599519166
QmT89tDnpwxYZUc99n2Uoti45N8ptWX1591rEEFBd2kJDF,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,13.837408863563548,3326.7985442132795,3340.635953076843,1599519113
QmdLEKs2DLwX1kxXk3nrABVbKbcyE3WzZoFGKYtTyMVMMN,0x30a0911731f6eC80c87C4b99f27c254639A3Abcd,closed,1287.6247606720808,2028.56102112862,3316.185781800701,1599519049
QmTnB7BNmnMBUkpdGuVLNMkRtQMDxwEfS7h1soYwkERszP,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,268.1828907581076,55128.699025246366,55396.88191600447,1599519047
QmP1QUYQY4mw1z3jdf5PKjNHduXkhWQKEFVHm9PdjkYxDH,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,110817.96802680557,896.6496568594578,111714.61768366501,1599518979
QmPmXUQx15grke1Kt9DeYzTzxMMdFsAj8u4S3Z8vjbsFEk,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,137539.12935502967,53706.25456060773,191245.38391563742,1599518917
QmYxUVv4YBhJM2TepnyYgvEUjz93Rr6nqndPckMbfTKN2k,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,24148.581017137814,13360.903939176304,37509.484956314125,1599518856
QmSUJjtWXzjb37R6pDYdDHfLiS4TXWSvVDGXoMa4rTiqSo,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,147294.86587867778,7119.084963284757,154413.95084196253,1599518775
QmQHAQiuX3BqxkgSfhu6VpARFfGD35AutCUqkeFja8x8UU,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,41.78826257312961,3059.5494645083036,3101.3377270814326,1599518678
QmRHwYvuDqkvKqjJ3ifbsvG8uerKiwuMLnuSGA1vb1ZJTb,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,12201.648203668135,789.3554929982042,12991.003696666341,1599518618
QmV55E8dShhrkZ5X5sUqm5164bpzH31skgEJNj3LPRf4af,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,1335.9628246604527,5780.839231094469,7116.802055754922,1599518522
QmUsgMT3KUX1EWKKcbYGAKy9UUEgsLQrgrhkjajAM3s94o,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,72081.25302122971,3191.26195107672,75272.51497230644,1599518446
QmWeSTpUBAiubG5yxxyFmBtxhBHtes28DyobqhC3rUZjD8,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,78353.61260252645,28145.329400178747,106498.94200270517,1599518387
QmUQNT6q41BJagKeyDt3EGjwybFCcRzF2aeRNsJKsxqJPT,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,2536.271377308077,6224.78091355453,8761.052290862608,1599518332
QmbedPsYBwsE6LAMCKkAj2yDpWi8YBHexxS74Tbup4Dmao,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,8600.496876220304,9597.947378648416,18198.444254868722,1599518267
QmY8XvVds8FwCGENffUiDBUmGq3j6V7dvCKWDWVe4TMV5N,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,172481.22145781358,9413.39429416718,181894.61575198077,1599518136
QmbHuYvyvCiyKFFG4pL4VpNd1NDMJwv4RaXgs5MLTKa7MB,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,2603.1037014766616,6148.1765546548195,8751.280256131484,1599518070
QmamWih1vRejYuEFQLsfpZ7jDxuW7Qv56rF9cvtEF8v7f7,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,25116.568246010887,2089.7890705709747,27206.357316581863,1599517975
QmV7MP5SQGtrGAn3b66e2DStAVCMqr6KUHDndYUqehicBz,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,44738.18834857391,54039.82449656947,98778.01284514337,1599517901
QmZDNWStER8rU4nux75bkjiDmt7hs1HGmYVcAXuuaJMZWv,0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,closed,105603.47664999844,33319.150739211225,138922.62738920967,1599517792
QmSzSkfom2PZsQffGBJexnhfTaZsfRqpU2xZnBJV9SifeE,0x7f6ff595ff0E70Aa3475A683f042D853004Cb302,closed,645.3346650116455,0,645.3346650116455,1599497064
QmXC3d5Pmbpt3qQ4RQhJG8QTqrb5ki8bZRz78ZTEWhKHV3,0xf6423ebAEf6996Aee56ecb1D49be02613aF8555E,closed,5715.430597375308,1261.180879391714,6976.611476767023,1599491535
QmdXCYgQpm3ijrfR6jjg9eEMois5DAXpmnYKNzdgUqhiBf,0x1d5E65a087eBc3d03a294412E46CE5D6882969f4,closed,258841.8771701221,692.7663256413409,259534.64349576348,1599487660
QmSeNjdCwJNgVP3C3Bg1hSCUxMojJwewCVwsCV1sa1QPin,0x480b32A4e96f63d805F487a5c23E6db5a7d9e02A,closed,10571.871793986944,17034.16034622889,27606.032140215837,1599474637
Qmde52mttdgqzJRW6VsShXUbx8JtbgqgzcR6tsm8H3MZhi,0x57eD5c3B5ce571f612E9A81BCf59e476A8A88902,closed,0,0,0,1599470490
Qmc3KK1Lv9YxQYYtxdtzNUzaPGkJt3SHkjVBkE3Cw3egjh,0x56f2209FF61540D11eba5573B4F5B94D67Da5e70,closed,0,0,0,1599467364
QmUFKUQStsge4AcMJB4pX9JNGejEkyKgAFmc7gDobgmfP2,0xcD0EC0f0563752ca7f5122AA7f94f2e6E9746C7f,closed,0,0,0,1599402494
QmSg9yVu2L25XhyBa33wNr5vAdvyeYrKn5EBMfQ5rQBwyn,0x982d6752c35aAa22dfb67915016042b83Fa48897,closed,undefined,undefined,0,1599392910
QmRAFr3m1qz7Rzs7r7dSGKfPyFN2A1vchcSW7vjeEFWLWG,0x982d6752c35aAa22dfb67915016042b83Fa48897,closed,undefined,undefined,0,1599392726
Qmdt8gSfYtowtE3h5htqCyGAvHTqQzBQcDqBMsFZ4ujquX,0x71d333d8E8DA603B0647b0cA21a99D21F5345aAA,closed,12554.211507403092,0,12554.211507403093,1599389124
QmdRjsrrEBq6JTXN9dcEHG8sFzaZ7jWdNsaENrQHuDxStc,0xD57581D9e42E9032e6f60422fA619b4A4574Ba79,closed,206975.20056418443,3342.3381257614597,210317.5386899459,1599388810
QmXXQiooUimGRBnDuYDVkGyG4LGBJ9FkdSFrTyrZ2wUaSx,0xE80B5097862cAB9d83846875752d7201fF42C7E9,closed,10895.087102905212,395.9108254227429,11290.997928327954,1599321510
Qma4ZJB8cmqzqAVYR35h5dEFUHAXHCeazwx9q3nYNM6jvN,0x6D3E136698beFEe231cD2E4E94bE0105D62FA01F,closed,0,0,0,1599319716
QmNPXm2mSxL4UjC43KmDRh27c5BJ8Roo6Y6A1mbwAoUUVJ,0x1Fa09e8B45Cfff34b40bacDaAdD3E6FeE4F8E3a8,closed,undefined,undefined,0,1599315853
QmW1SEwSLvc6oU4zNPCWVwyKSjNe5wAjdo6igj3qjtviLN,0xc080E234DBA2545E93872cE6E96E683A4e29046b,closed,3318.3100400436274,1225.6195709444485,4543.929610988076,1599285717
QmYT9oG72so1XM8n3xg444AxaEnzSKXEQDh11U1RiYA5kU,0x4Eb2C56dC750B0eA0e3D7cA5F9B6230bf6dF2D10,closed,294.4866675934072,0,341.6681625281049,1599276543
QmXHmxpd4TRcJds9kpkzwNAtgbYhscgZohiTP6YtJX85jN,0x717d52e84eF30875De52834603c112675CeDB7CA,closed,58.08532471418655,1734.7423904470695,1792.827715161256,1599275984
QmekFdvYrLvWZoaWmcNToybfDKzhMqZKnqRmGVUmbs3eW6,0x2164d6b2EF215A4f46912BdD18F27a25041EBe29,closed,798.3880864901066,549.094036655724,1347.4821231458309,1599241352
QmP5t4xVLaZUST7E9r8KX4DZvmMz6cRnaxybAorx7eyw6A,0x552C35f51A52fa1bF1CA481A9a57D464474248D2,closed,77.47600193415786,0,77.47600193415786,1599217999
QmRc3xHBEvhzXn5Uyqp3GJw2Cn8iDv9p9zdVyGzmZkyXBw,0x01f2f39f782228772e40446ef85f42cF775daa9b,closed,71920.49452360983,12523.09978696136,84704.73842636561,1599206625
QmcxDxp9qRM8qxQBA1LHzBbhzZv7KXnqUR4zJJmNoG9ANe,0xa4ebD70668ABD528BEC1cE8B0de205c230BD1953,closed,588.8466270139063,0,1276.3830422710491,1599185054
QmZyM1QzahgZt1D4D9ys21PHhVjhW99pH68D4AFcSqoCt2,0x47b306c725FE30223663189701e1c336FEC2F520,closed,2384.8631931130653,0,2384.8631931130653,1599168033
QmbHX9TGWLsW1E2QeS6SrRruonbSYh3Dqc6aZqq9gFSW5o,0x18f768455E7f5fB09fC491fd86bcc282BcDD5973,closed,31.009391552630323,16046.100659845211,16121.087789341558,1599156441
QmXm9T791myT62Jj3iokarQYuUF2XKMBUXmqUKh5fKpK1L,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,442938.5439370743,67768.47957181689,510707.0235088916,1599140693
QmdTijSFWvMoWFBbW1S5Gi8JXdCk7b7GSxJws15HfmbqT4,0x47b306c725FE30223663189701e1c336FEC2F520,closed,7.699978487873252,0,7.699978487873252,1599138652
QmRqu9AEdmvS5pVVi7Vc8YeNFrrDbFWagGtyvcXPprKFqo,0x781562dA1647Ff91b684fC678546FFd719a0616d,closed,undefined,undefined,0,1599126926
Qmec3wGCxb3id7GSAchnqRCJhnNzkiroZHcdUahT223DYU,0x92FCCf0a1684C153CbB238977e855410a923C778,closed,0,0,0,1599122314
QmQvs9zBkzggN5t99RSp1i4pygQ1Le7SENvNg8kWNqidJZ,0x73288778B2f2C0A7d1A13305916BFe24ee134cCe,closed,4012.800046130451,110.21860185775007,4123.0186479882,1599120995
QmbVujXwZiD6NABEnVVN8rEhzDbTXygkoue5bGgwU6PstZ,0xbFD385ff896BB43D439c0894d13075664D437fe4,closed,0,0,0,1599116198
QmXcfQEtAtqbPjpi5ifgun4HbLvVvMm5gh9RAEq39EACEd,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,4063.362242498877,572.6082205493689,311879.62536732387,1599106383
QmVWUX6fRfyPxSYqSNWjNFBjHNdXop2dfrFvRXFq4Wvw4V,0x303763A602254E3f7712bD0864027B04700ef692,closed,8433.262605451248,2955.670812890571,11388.933418341818,1599103111
QmcTGbfMLXmUKRJCjJHEpbJSD2yqPYUgUoCTSbbKAEbr5m,0x2dDdb6a69f071313580073941a4491313303b1AB,closed,0,0,2546.400803835891,1599065494
QmNi9qRxp2Y7hKpDftcZX71i56ufcnEbtRhTDHRtrhUDHM,0xCAF6acB7B4825aDBF1F0CA20095D451eC65a7c51,closed,69.88900216972979,0,69.88900216972979,1599064543
QmURwf5RHeNxpbsXXYAarPG4uS6BeYDioHyiARqyX6qgER,0xd6e371526cdaeE04cd8AF225D42e37Bc14688D9E,closed,2179.965200754024,197.7450453147479,2377.710246068772,1599045757
QmNW3uvb3f6qUxDSvqCNRR1UWzqqhevFmTSVWoVBCJM18j,0xd6e371526cdaeE04cd8AF225D42e37Bc14688D9E,closed,0,41.285358219404074,41.285358219404074,1599044966
QmYKBGzqUwtfLuN3mHG7G19DSkPwwDqfdA5vnxnG1WUrcD,0x3f38546D1789A11343cB335C3E6f9f1bfC76fddc,closed,0,0,0,1599018736
QmdyL1KKcJxDNvAvj8hqJY3xgqHnq4bVQMzm9T2s6BiFS4,0xA9Ec7aB90eCDE9E33FC846de370a0f2532d513be,closed,1560.0459276239476,12949.04963684705,14509.095564470997,1598969188
QmZM6iauZaEM5mGzT9dVXwGFyxH43YACDsjXFwDpKfkVM4,0x09C186ce1e73EF203354AE2D1B6EA3b1D6f2098B,closed,undefined,undefined,0,1598941382
QmXiaUtP4Fq3X5EQxVthX5pqjS2Uu23uJt6mKShwbTEx7b,0x09C186ce1e73EF203354AE2D1B6EA3b1D6f2098B,closed,undefined,undefined,0,1598940744
QmXBvzHrambpkztJB1ftv27v5B9yRJdB35XBTZaBJLAoE5,0x79F2E52181cE6eDC712e6ACF536a918b6B6bfB66,closed,0,9027.1311338467,9027.1311338467,1598906649
QmddQ3RDFfq8VJk3o4bwfhUCU2LdfaLbd93AfVMcpiKuSw,0xf071fc2a79c61C7f34f98A67F59293FD338EbA8B,closed,0,0,0,1598904837
Qmb7W1zoseXA285jUeAXC9dWUjPeTgHoMk1XQWeiy24QZQ,0x8D4F54913BA39263395B0067F953355813223699,closed,25359.265327262037,11491.179191662326,36850.44451892436,1598898794
QmfSJc1PgrQdASz2aXDjEGHHCeXSnwbvAKiiKQG4t42qob,0xB72eD8401892466Ea8aF528C1af1d0524bc5e105,closed,25904.713933072995,42.39552668381008,26122.0574440667,1598890145
QmNuZaLt4riJGPKb8XCHwqXvbBmHfrNyWkfB2hUwbSfPYP,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,2526.024036993124,147.89688658613613,494640.46947982605,1598888741
QmTNd5kqky9Bo8EYvSfAmWPVj3gZJEyfvNXWhDF2jmVfdJ,0x8BA4644045093DE17bF3AD90f9759bcDF1626760,closed,2278.423046499912,32694.10697848514,34972.530024985055,1598877397
QmaWmQFWXfRiWmAeM7aUny3mM7buJeAFinuq3n6Sx7e7U8,0xe426ad6DDF3905de9D798f49cb19d6E9A6a3335f,closed,0,10690.374988431991,10690.374988431993,1598876861
QmUvNBaW6xUyBRDqtUmR1Fsnnm9eioGHhHv6SZcYDhDJg3,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,105100.30719061116,50607.72625644386,248264.6069629359,1598858169
QmfBqyhLgHXQcBme2KgzzuN5PiBMHQnixatvDDvzzekkpd,0xAdd11019d12a7055fb4cb5453226c250D7851BAd,closed,0,0,0,1598852130
Qmam85UYWYi7ZRuP8FsNvHSczoNB1XPurQ9FKpnLg8GZ6n,0xAdd11019d12a7055fb4cb5453226c250D7851BAd,closed,6594.267115852717,73.34267249082959,6667.609788343547,1598852022
QmNzRjiNUrUsteNFrc8BVXVQwB36cRE1H34pAgY1ivi8rh,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,168944.10187143798,1191.780480782358,245120.9000139654,1598808033
Qmbh9K9F3xtHBXoScfk6m6hiFRsGBM4D8GZWbvdGJPaA6z,0xF942Dba4159CB61F8AD88ca4A83f5204e8F4A6bd,closed,4028.284042211382,5669.3305751669905,216276.7240009344,1598804999
