0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-0,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x49f07947e4768fc11dae0368b1a4c84a19588c6c,1630144810,1,0,27,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-1,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x49f07947e4768fc11dae0368b1a4c84a19588c6c,1630321156,1,0,27,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-10,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6,1651721014,4,0,30,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-11,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x10905b42619abc17bf2a69ca2975a267476c3849,1651750293,2,0,4,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-12,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x775af9b7c214fe8792ab5f5da61a8708591d517e,1651766906,5,0,144,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-13,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x87690be28b65f13394741c2c2be5a6bdb0505039,1651805310,5,0,144,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-14,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xebac3108c58bd4dd48a8110b7750480cea7bc3fb,1651838174,4,0,129,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-15,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x02cb3c150bedca124d0ae8cccb72fefbe705c953,1651840658,5,0,229,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-16,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xec9a65d2515a1b4de8497b9c5e43e254b1ebf93a,1651844081,3,0,29,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-17,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x2619c649d98ddddbb0b218823354fe1d41bf5ce0,1653223720,1,0,1,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-18,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x87690be28b65f13394741c2c2be5a6bdb0505039,1654916511,2,0,21,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-19,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x14dd448f001d8268957f01430d897cc0daf4db76,1659112747,1,1,1,100,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-2,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,1633434904,3,0,81,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-20,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x512e07a093aaa20ba288392eadf03838c7a4e522,1660323193,1,0,1,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-3,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x66b1de0f14a0ce971f7f248415063d44caf19398,1638417511,6,1,121,100,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-4,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x81d30bf2047cc5ee5f903cc00594edc8d5018d31,1638644949,1,0,100,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-5,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xf13e477365b0faa64130da2ff663aab20d32d929,1638724778,3,0,102,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-6,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,1639447988,3,0,109,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-7,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x66b1de0f14a0ce971f7f248415063d44caf19398,1647012737,3,0,107,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-8,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,1651500250,0,0,0,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-9,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,1651505114,3,0,29,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-0,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x49f07947e4768fc11dae0368b1a4c84a19588c6c,1630144810,1,0,27,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-1,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x49f07947e4768fc11dae0368b1a4c84a19588c6c,1630321156,1,0,27,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-10,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xc82a6220398714f74e2d929309f4c5b1d4f7b0f6,1651721014,4,0,30,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-11,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x10905b42619abc17bf2a69ca2975a267476c3849,1651750293,2,0,4,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-12,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x775af9b7c214fe8792ab5f5da61a8708591d517e,1651766906,5,0,144,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-13,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x87690be28b65f13394741c2c2be5a6bdb0505039,1651805310,5,0,144,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-14,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xebac3108c58bd4dd48a8110b7750480cea7bc3fb,1651838174,4,0,129,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-15,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x02cb3c150bedca124d0ae8cccb72fefbe705c953,1651840658,5,0,229,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-16,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xec9a65d2515a1b4de8497b9c5e43e254b1ebf93a,1651844081,3,0,29,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-17,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x2619c649d98ddddbb0b218823354fe1d41bf5ce0,1653223720,1,0,1,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-18,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x87690be28b65f13394741c2c2be5a6bdb0505039,1654916511,2,0,21,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-19,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x14dd448f001d8268957f01430d897cc0daf4db76,1659112747,1,1,1,100,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-2,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,1633434904,3,0,81,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-20,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x512e07a093aaa20ba288392eadf03838c7a4e522,1660323193,1,0,1,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-3,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x66b1de0f14a0ce971f7f248415063d44caf19398,1638417511,6,1,121,100,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-4,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x81d30bf2047cc5ee5f903cc00594edc8d5018d31,1638644949,1,0,100,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-5,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xf13e477365b0faa64130da2ff663aab20d32d929,1638724778,3,0,102,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-6,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,1639447988,3,0,109,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-7,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0x66b1de0f14a0ce971f7f248415063d44caf19398,1647012737,3,0,107,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-8,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,1651500250,0,0,0,0,
0x519f9662798c2e07fbd5b30c1445602320c5cf5b-proposal-9,0x519f9662798c2e07fbd5b30c1445602320c5cf5b,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,1651505114,3,0,29,0,
